BitRate		FreezeRatio		Freezes		Freezelength		Quality
0.0		0.583698510079		3		1.65564843588		2.68480884607
17.5511422898		0.332929598789		3		2.31080209641		4.87829870042
39.3106767473		0.764107308048		2		5.37460251384		1.92813161589
23.8186714691		0.362604087812		1		1.91254395101		4.77066016671
21.8952084236		0.369547977795		3		2.0369517561		4.81448058189
30.7144790639		0.932362122789		2		5.45403200047		1.62728202537
0.0		0.492089925062		4		1.06933611934		3.22189106408
35.4276833841		0.788761706556		4		2.87215526765		1.58450549446
36.8969339111		0.801248699272		3		4.06937642685		1.02170136124
23.3954408207		0.603856266433		4		2.25616899994		3.28171538722
16.3209571707		0.56786011657		4		1.45001803116		2.8629462662
22.1440820145		0.344171292625		3		2.16987323729		4.52999801943
20.1349336973		0.44379683597		2		1.31939439168		4.48943371346
21.1864937069		0.659574468085		2		1.70044355217		2.97216018727
15.5939748193		0.508326029798		2		1.91946273726		3.07509124166
20.7652262		0.644773358002		3		1.79366829422		3.39533336038
17.1055145686		0.444629475437		1		2.02436642923		4.31776407196
18.7098039325		0.501892505678		2		1.67253848381		2.82036870322
39.6159811013		0.783558792924		4		5.36413674222		1.81763745479
18.8709925888		0.493437806072		3		1.45882098267		3.66676158708
17.6070528543		0.37623012869		2		2.86517073284		4.59175188237
16.8317419029		0.413084853291		3		1.74351801018		4.67774552489
0.0		0.453608247423		3		2.30264145991		3.57656509408
26.0228146874		0.317789553369		2		1.12141707829		4.88149825628
23.5408100199		0.377478191911		3		1.0522183478		4.76697066615
20.9016424354		0.527154236061		2		2.25935368262		3.11356005845
20.5990277618		0.41332323997		2		1.22171865865		2.76911981543
20.0592269003		0.547312641938		3		1.7357140915		4.32594763392
19.4579978603		0.360333080999		3		1.79935387252		4.90217155436
0.0		0.518636003172		2		1.83425238187		3.05378298979
0.0		0.624890446976		3		2.50247213742		3.24405299107
12.9758466838		0.379258137774		1		1.67186222529		4.49240902898
22.155921808		0.557100881489		1		2.64169797306		3.09740525748
18.9116913137		0.417922283902		2		1.94815034842		3.16362377776
0.0		0.594819611471		1		2.07350002947		4.39249452056
11.0487974775		0.323996971991		3		2.98293897381		4.07401563448
22.8306138296		0.725759059745		5		3.50291137259		1.12826457878
34.7302018036		0.811654526535		4		3.23267460271		1.46122955554
3.05447840111		0.493755203997		4		1.34500214298		3.00529183062
0.0		0.513877874703		3		2.26560138715		3.16572011577
11.1207288437		0.398940196821		2		1.57672110957		4.41647451484
25.9412827468		0.489592006661		3		2.43055803328		4.444100686
20.0		0.512073272273		4		1.48148658181		3.38373167695
10.1918124638		0.565424266455		2		2.8097337177		2.9918562879
0.0		0.484536082474		1		1.31649502233		3.42971856967
34.3522423834		0.699314397649		3		3.33682077749		1.68790415124
22.658205093		0.377744133232		1		2.76831181726		4.58174872625
15.5300477675		0.49659348978		3		1.34872660618		4.9636959767
15.5800185294		0.416275548827		3		1.51681081803		4.37876627445
18.7397625769		0.408406026963		4		1.30834160077		3.61475965334
0.0		0.59296947271		3		1.57416140626		4.22300971714
36.4239442534		0.787463271303		4		3.59347667059		1.51200991335
0.0		0.666993143976		1		1.36736576925		3.03896999253
44.1227779685		0.785504407444		3		2.93147479734		1.86223089352
23.1352211592		0.342585249802		2		2.88514378769		4.8456738496
22.2155540581		0.318001586043		1		1.02451523832		4.67080058618
50.0261331012		0.791380999021		5		5.49203753102		1.47205842425
24.1994412443		0.512291831879		1		1.1753570936		3.62698449609
0.0		0.527878349022		1		2.47526689577		4.59628821449
11.1152299176		0.424980174465		1		1.66120456315		4.72762226019
32.6883293595		0.778648383937		5		2.86630708353		1.41447863868
21.3454076907		0.289452815226		3		2.16616800374		4.22576756343
24.8457443406		0.77058279371		4		4.12649620582		1.36022019742
38.9141208053		0.852237252862		2		3.36935175195		1.61103908709
47.112372855		0.812928501469		3		3.52195841607		1.51043025905
19.5611715992		0.368754956384		2		2.84470747742		4.32624703415
20.1441258142		0.362604087812		2		1.6765535948		4.3551303087
22.328133325		0.813735691988		2		4.68556537137		1.25372897205
19.2513603163		0.388580491673		4		2.23851087841		3.51113852063
28.5257689545		0.574057843996		1		2.6286258334		2.72225195429
17.9026200985		0.471054718477		2		2.25698006492		4.90549503946
16.199950072		0.496017378711		1		2.11807178218		4.62543223629
33.1558658861		0.785383903793		4		5.03242574385		1.72161792114
14.1001630898		0.528152260111		1		1.73947640975		3.59723473912
23.3612049468		0.34595003785		2		1.16612791409		4.90651240694
0.0		0.513247539743		2		2.6710919628		3.55734634487
23.0559898318		0.484431571325		2		1.1960866376		4.19206544787
31.1482586978		0.799216454456		2		3.99753982327		1.65260098472
21.926754881		0.33148295004		1		2.33903547089		4.52071734114
0.0		0.527630582892		2		1.26373348439		4.23664043968
29.2990277618		0.50332323997		4		1.47593926718		2.997708688
41.0935639564		0.694357455554		5		4.50644404248		1.75161391464
47.9485743856		0.823212323222		4		5.49437569557		1.96915034495
43.2343444433		0.793457435555		5		3.85149347921		1.83735221553
42.9345764395		0.693479346738		4		2.46863337218		1.5998898403
51.3467531331		0.734856469021		5		4.13579855454		1.10990735848
46.2349638444		0.745934234345		4		4.89727121213		1.38765646054
41.2344434344		0.912323435533		2		2.84785633207		1.39664678784
42.6883293595		0.778648383937		5		5.58518216783		1.85350627648
44.8457443406		0.77058279371		5		4.30690927641		1.39957995832
38.9141208053		0.852237252862		3		4.20731464198		1.43336797972
47.112372855		0.812928501469		4		5.87113390184		1.19070113758
42.328133325		0.813735691988		2		4.53781914686		1.22356257453
29.2513603163		0.588580491673		1		2.69067643709		3.07242370938
28.5257689545		0.574057843996		2		1.58305244058		2.75912897478
43.1558658861		0.785383903793		2		5.58282105075		1.16790072414
24.1001630898		0.528152260111		4		2.99979647457		3.46437409862
53.2348199671		0.734590227391		4		2.02009129013		1.67277129339
31.9356728836		0.482934670479		1		2.02329034171		3.19034234044
45.8298232139		0.683284963542		4		5.08061503511		1.88748376861
