BitRate		FreezeRatio		Freezes		Freezelength		Quality
0.0		0.583698510079		3		1.65564843588		2.68480884607
17.5511422898		0.332929598789		3		2.31080209641		4.87829870042
39.3106767473		0.764107308048		2		5.37460251384		1.92813161589
23.8186714691		0.362604087812		1		1.91254395101		4.77066016671
21.8952084236		0.369547977795		3		2.0369517561		4.81448058189
30.7144790639		0.932362122789		2		5.45403200047		1.62728202537
0.0		0.492089925062		4		1.06933611934		3.22189106408
35.4276833841		0.788761706556		4		2.87215526765		1.58450549446
36.8969339111		0.801248699272		3		4.06937642685		1.02170136124
23.3954408207		0.603856266433		4		2.25616899994		3.28171538722
16.3209571707		0.56786011657		4		1.45001803116		2.8629462662
22.1440820145		0.344171292625		3		2.16987323729		4.52999801943
20.1349336973		0.44379683597		2		1.31939439168		4.48943371346
21.1864937069		0.659574468085		2		1.70044355217		2.97216018727
15.5939748193		0.508326029798		2		1.91946273726		3.07509124166
20.7652262		0.644773358002		3		1.79366829422		3.39533336038
17.1055145686		0.444629475437		1		2.02436642923		4.31776407196
18.7098039325		0.501892505678		2		1.67253848381		2.82036870322
39.6159811013		0.783558792924		4		5.36413674222		1.81763745479
18.8709925888		0.493437806072		3		1.45882098267		3.66676158708
17.6070528543		0.37623012869		2		2.86517073284		4.59175188237
16.8317419029		0.413084853291		3		1.74351801018		4.67774552489
0.0		0.453608247423		3		2.30264145991		3.57656509408
26.0228146874		0.317789553369		2		1.12141707829		4.88149825628
23.5408100199		0.377478191911		3		1.0522183478		4.76697066615
20.9016424354		0.527154236061		2		2.25935368262		3.11356005845
20.5990277618		0.41332323997		2		1.22171865865		2.76911981543
20.0592269003		0.547312641938		3		1.7357140915		4.32594763392
19.4579978603		0.360333080999		3		1.79935387252		4.90217155436
0.0		0.518636003172		2		1.83425238187		3.05378298979
0.0		0.624890446976		3		2.50247213742		3.24405299107
12.9758466838		0.379258137774		1		1.67186222529		4.49240902898
22.155921808		0.557100881489		1		2.64169797306		3.09740525748
18.9116913137		0.417922283902		2		1.94815034842		3.16362377776
0.0		0.594819611471		1		2.07350002947		4.39249452056
11.0487974775		0.323996971991		3		2.98293897381		4.07401563448
22.8306138296		0.725759059745		5		3.50291137259		1.12826457878
34.7302018036		0.811654526535		4		3.23267460271		1.46122955554
3.05447840111		0.493755203997		4		1.34500214298		3.00529183062
0.0		0.513877874703		3		2.26560138715		3.16572011577
11.1207288437		0.398940196821		2		1.57672110957		4.41647451484
25.9412827468		0.489592006661		3		2.43055803328		4.444100686
20.0		0.512073272273		4		1.48148658181		3.38373167695
10.1918124638		0.565424266455		2		2.8097337177		2.9918562879
0.0		0.484536082474		1		1.31649502233		3.42971856967
34.3522423834		0.699314397649		3		3.33682077749		1.68790415124
22.658205093		0.377744133232		1		2.76831181726		4.58174872625
15.5300477675		0.49659348978		3		1.34872660618		4.9636959767
15.5800185294		0.416275548827		3		1.51681081803		4.37876627445
18.7397625769		0.408406026963		4		1.30834160077		3.61475965334
0.0		0.59296947271		3		1.57416140626		4.22300971714
36.4239442534		0.787463271303		4		3.59347667059		1.51200991335
0.0		0.666993143976		1		1.36736576925		3.03896999253
44.1227779685		0.785504407444		3		2.93147479734		1.86223089352
23.1352211592		0.342585249802		2		2.88514378769		4.8456738496
22.2155540581		0.318001586043		1		1.02451523832		4.67080058618
50.0261331012		0.791380999021		5		5.49203753102		1.47205842425
24.1994412443		0.512291831879		1		1.1753570936		3.62698449609
0.0		0.527878349022		1		2.47526689577		4.59628821449
11.1152299176		0.424980174465		1		1.66120456315		4.72762226019
32.6883293595		0.778648383937		5		2.86630708353		1.41447863868
21.3454076907		0.289452815226		3		2.16616800374		4.22576756343
24.8457443406		0.77058279371		4		4.12649620582		1.36022019742
38.9141208053		0.852237252862		2		3.36935175195		1.61103908709
47.112372855		0.812928501469		3		3.52195841607		1.51043025905
19.5611715992		0.368754956384		2		2.84470747742		4.32624703415
20.1441258142		0.362604087812		2		1.6765535948		4.3551303087
22.328133325		0.813735691988		2		4.68556537137		1.25372897205
19.2513603163		0.388580491673		4		2.23851087841		3.51113852063
28.5257689545		0.574057843996		1		2.6286258334		2.72225195429
17.9026200985		0.471054718477		2		2.25698006492		4.90549503946
16.199950072		0.496017378711		1		2.11807178218		4.62543223629
33.1558658861		0.785383903793		4		5.03242574385		1.72161792114
14.1001630898		0.528152260111		1		1.73947640975		3.59723473912
23.3612049468		0.34595003785		2		1.16612791409		4.90651240694
0.0		0.513247539743		2		2.6710919628		3.55734634487
23.0559898318		0.484431571325		2		1.1960866376		4.19206544787
31.1482586978		0.799216454456		2		3.99753982327		1.65260098472
21.926754881		0.33148295004		1		2.33903547089		4.52071734114
0.0		0.527630582892		2		1.26373348439		4.23664043968
29.2990277618		0.50332323997		4		1.47593926718		2.997708688
41.0935639564		0.694357455554		5		4.50644404248		1.75161391464
47.9485743856		0.823212323222		4		5.49437569557		1.96915034495
43.2343444433		0.793457435555		5		3.85149347921		1.83735221553
42.9345764395		0.693479346738		4		2.46863337218		1.5998898403
51.3467531331		0.734856469021		5		4.13579855454		1.10990735848
46.2349638444		0.745934234345		4		4.89727121213		1.38765646054
41.2344434344		0.912323435533		2		2.84785633207		1.39664678784
42.6883293595		0.778648383937		5		5.58518216783		1.85350627648
44.8457443406		0.77058279371		5		4.30690927641		1.39957995832
38.9141208053		0.852237252862		3		4.20731464198		1.43336797972
47.112372855		0.812928501469		4		5.87113390184		1.19070113758
42.328133325		0.813735691988		2		4.53781914686		1.22356257453
29.2513603163		0.588580491673		1		2.69067643709		3.07242370938
28.5257689545		0.574057843996		2		1.58305244058		2.75912897478
43.1558658861		0.785383903793		2		5.58282105075		1.16790072414
24.1001630898		0.528152260111		4		2.99979647457		3.46437409862
53.2348199671		0.734590227391		4		2.02009129013		1.67277129339
31.9356728836		0.482934670479		1		2.02329034171		3.19034234044
45.8298232139		0.683284963542		4		5.08061503511		1.88748376861
26.8178641927		0.561787905346		1		2.35863111592		3.08917827074
21.3238000881		0.311744084137		1		2.10762426786		4.98959772496
49.1030231948		0.778648383937		3		2.07782560197		1.36691969877
19.2520632223		0.354480570975		1		1.75665188771		4.16445042217
43.0813202035		0.787463271303		3		4.88759749624		1.708318379
50.7921912935		0.771792360431		2		4.11791536254		1.28690327572
0.0		0.761998041136		3		1.28255960133		3.38689846806
13.0559898318		0.484431571325		1		1.75190435005		4.29628809786
45.0083501094		0.774730656219		5		2.96246901519		1.97262884887
50.0261331012		0.791380999021		5		2.8109373661		1.10753374453
46.1344407949		0.781586679726		2		2.6350856949		1.28732896207
48.1816981852		0.779627815867		5		2.14906898633		1.48664631817
21.9194747104		0.774730656219		4		3.68051420182		1.8601475381
18.4419646055		0.351308485329		3		1.48339309		4.00952043397
21.9055722019		0.778648383937		5		5.65440610482		1.72366253149
23.2053206722		0.37623012869		1		2.11271343246		4.35007111854
17.5807564076		0.373959121877		2		1.25024896579		4.65235920187
22.6955670272		0.759481961147		4		5.21086865332		1.41441915162
37.4328244612		0.363996827914		3		1.14779709709		4.38155293956
21.3454076907		0.289452815226		2		2.68464227697		4.96752908714
0.0		0.603856266433		3		2.79592536119		4.49556591291
26.6022185623		0.416256938937		2		2.12227960528		4.55049280958
0.0		0.903036238981		4		1.07758981339		3.01315223846
51.006452123		0.800185013876		3		4.02644806471		1.26107197778
16.199950072		0.496017378711		2		1.52952391225		4.78916802782
22.8328254581		0.485879797248		3		2.12368603384		3.73366287373
24.8457443406		0.77058279371		3		3.25217373056		1.87918404403
33.4100740128		0.753183153771		5		4.9756348751		1.67161708424
47.8545655154		0.771071800208		4		5.94994022298		1.50864120517
28.3102066991		0.786680541103		5		5.15644115348		1.82091916707
40.8393808472		0.851126346719		4		3.57066559744		1.098493478
0.0		0.821743388834		2		1.54059511055		3.25559731113
27.5495577429		0.484536082474		4		1.10006778624		3.3747633779
22.9758466838		0.379258137774		1		2.50238549438		4.62232970067
0.0		0.807051909892		3		1.89319645344		2.60657634351
46.2604291242		0.732615083252		4		3.83442204637		1.79542241533
22.658205093		0.377744133232		2		2.14310955636		4.7438225463
44.7302018036		0.811654526535		2		2.36228796518		1.80544850335
48.9581596082		0.797257590597		2		4.23633998164		1.51813467714
52.8306138296		0.725759059745		2		3.71162881625		1.5426045347
21.3977817499		0.795005202914		3		3.29797543472		1.07932707853
15.4410312614		0.464042392127		1		2.62640001514		4.17080591539
17.9026200985		0.471054718477		2		1.69122265754		4.41211078855
32.1357956156		0.474640423921		3		1.53418629415		4.39645508489
0.0		0.527878349022		2		1.37536302467		4.05761127483
10.4747767131		0.401211203634		2		2.56040228824		4.26420230944
14.8376760013		0.445041635125		3		1.22349788227		4.25079872446
18.0766726907		0.340999206979		3		1.41639552896		4.40041564435
22.9235287391		0.401211203634		2		2.36976343229		4.70168695669
4.18216532805		0.589422135162		4		2.44470636351		3.03777434276
21.1487869598		0.800195886386		2		5.52066005301		1.55305740847
24.3134071996		0.798237022527		4		2.29370647093		1.1673172285
1.34957537576		0.555557815867		4		1.70463985893		2.83080299295
20.9462791434		0.490537471612		1		2.53675741367		3.40714426806
45.5300477675		0.49659348978		1		2.97670969631		3.18495198035
28.4318123043		0.493565480696		1		1.10388354375		3.09065761853
0.0		0.594819611471		3		1.46769717667		4.46034537209
19.4724821263		0.603856266433		4		2.56502856142		3.15865132291
0.0		0.605609114812		3		1.0504080873		3.96315602978
47.112372855		0.812928501469		5		2.69345895951		1.91921742533
22.328133325		0.813735691988		2		4.52833129267		1.47782916969
19.4632564319		0.35685963521		2		2.83101594272		4.39412827716
46.7967200903		0.77277179236		5		4.91019138163		1.47983990802
25.7898254301		0.811654526535		4		4.41747409351		1.75050713994
0.0		0.647548566142		4		2.58299150903		2.98901475481
22.5346129045		0.369417108251		3		1.22518040486		3.4654696244
24.842789715		0.483545543585		2		2.15749250642		2.61513840563
38.0325497752		0.764936336925		2		5.75494402607		1.61797827332
17.0137276583		0.49659348978		3		2.4307671209		3.53240725648
21.3047643715		0.375892149088		3		2.68876605936		4.09496313082
20.6344321315		0.395155185466		2		1.24271156135		4.96283098391
20.9010826178		0.37074583635		1		2.05195998338		4.60084510831
38.3277176293		0.865764828304		5		4.72973666792		1.82598499817
37.9153643536		0.547876769359		3		2.36384037538		2.87502070044
33.4631853653		0.786680541103		4		4.59788443798		1.33854616754
21.6405654961		0.38699444885		1		1.91128953581		2.76764258312
28.4639155431		0.461787905346		2		2.19514917826		4.03772011033
25.7641235095		0.523394131642		4		1.54657370235		3.9700350309
24.6158352731		0.521015067407		2		1.28266511329		3.08224004311
36.0015286648		0.841332027424		3		2.80615317636		1.48923762182
19.4947990597		0.360333080999		1		1.01513720553		4.91174553829
10.8537636241		0.539742619228		1		1.451646866		3.17374438073
28.7164563561		0.565480696442		4		2.27720239386		2.92473079992
5.31488921957		0.457573354481		2		1.31086117713		2.97695365751
44.0357495755		0.713247539743		4		3.00180527411		1.06686671499
41.1482586978		0.799216454456		3		2.14205676667		1.57151981634
27.2483633434		0.637743845444		4		3.64828092458		1.00376241377
41.3248623843		0.913947394734		2		5.84115247297		1.7482041221
30.2943494732		0.423264834638		2		2.6703435611		3.10182565533
48.0323232333		0.523486234834		4		2.82595428542		1.96820881167
28.3444345499		0.499435755454		1		1.81015237915		3.22216531834
29.3493674334		0.511223332233		4		1.41486001681		3.61319315858
38.9328423434		0.723234234344		4		2.40453973947		1.05309525389
29.2344448444		0.823494635555		4		2.07349794034		1.64949841947
42.9765786972		0.711112343499		3		3.20014813154		1.21675772373
31.2384576309		0.480349855556		4		2.22267755316		3.02202584043
27.9198348372		0.523567788996		3		2.3740866891		3.44845473044
32.0002385129		0.524832649169		1		2.59373416013		2.83512626391
39.9934234972		0.681233435987		2		3.78479490834		1.96564509685
27.2298231791		0.523846223098		2		2.14375979356		3.12714612712
24.6092853718		0.506104328524		1		1.65017504942		4.77678339352
21.8133748502		0.434435196195		3		2.67899478862		4.95436781161
23.2598890106		0.477913429523		2		1.38025366145		4.09708071542
22.3257408738		0.343162901308		3		2.05353704737		4.05866728235
22.6843534902		0.233034571063		2		2.36475656514		4.25834174285
31.2095300797		0.608561236623		4		2.1024562894		3.18062728883
40.64545729		0.779904875149		5		2.15670688299		1.58885209706
26.4902093353		0.643162901308		3		2.59362524694		2.7878854835
22.3269159604		0.281690140845		3		2.84894251239		4.94076856307
17.4633909131		0.334839476813		3		1.59554078861		4.71018104214
8.2025026522		0.728894173603		4		3.52193067214		1.66243948127
32.1435889123		0.681243063263		2		2.74930867853		3.03315376535
0.0		0.633650416171		2		1.76214024961		3.57780651664
18.913487176		0.229833546735		1		1.08109265735		4.87731866501
33.5046203944		0.909433962264		3		5.57657101176		1.44913182394
35.4193436118		0.802944942382		5		4.64104382549		1.40225734159
28.4368400813		0.411907810499		1		1.22358349449		4.97609449832
23.4777116992		0.509433962264		1		2.74258578335		3.05130148641
25.4797243449		0.629833546735		4		2.17437964856		3.42901342692
2.8751381832		0.43840665874		1		1.35009848524		3.55529692706
26.1892936395		0.616052318668		4		1.18189235104		3.38308289729
24.0879150511		0.675603663614		4		2.07661408258		2.83544318426
23.725966902		0.478101582015		4		2.44170496205		3.5881527261
36.016457304		0.60319001387		2		4.73307191563		1.07783211075
28.3035135683		0.532519422863		2		1.51767877944		2.82264792814
23.3076527434		0.684128745838		3		1.30091540365		3.17869227391
30.3231010465		0.539178690344		3		2.54921282899		3.739497373
23.7410851725		0.506104328524		4		2.35523651742		3.92198367431
28.5077630813		0.682574916759		4		4.80927459484		1.17609777784
9.0587328031		0.439595719382		2		2.97425890223		4.31865457099
28.8621443785		0.725326991677		3		2.59958468911		1.55223217568
28.8493646764		0.540288568257		3		2.70616395281		3.38433036306
35.2209005842		0.733629300777		2		3.38880993768		1.19712246108
28.6609171293		0.343162901308		1		2.85047047662		4.81125075973
23.7658338936		0.603089092423		5		4.92252437507		1.35970759681
28.4290306627		0.727705112961		2		2.69618864554		2.71387188094
38.8984006237		0.734839476813		4		4.73815383513		1.14754705702
23.8471645393		0.629725228976		3		2.18837076339		3.21520889331
33.3322636412		0.666709346991		2		2.12585318758		3.90384175837
19.632968085		0.424137931034		2		1.73919615843		4.2946587034
28.5842930444		0.543618201998		4		1.29396678474		2.95418162606
28.9248885785		0.727705112961		1		2.67437515025		3.28095190734
8.5028561161		0.30166453265		3		2.26629419251		4.73725858636
28.3713097353		0.74435196195		4		3.87577502024		1.31738422424
29.0476570562		0.237516005122		3		1.49493880678		4.98556701083
24.19500549		0.492271105826		1		2.20951991517		4.41694491936
0.0		0.53840665874		2		1.21459494514		3.57014457031
28.3012536152		0.239595719382		3		1.77583842798		4.62397219241
23.8880795459		0.214625445898		2		2.65971286627		4.74377857549
23.3765606079		0.492371705964		3		1.66024327818		3.57954099414
21.9407027994		0.441973840666		2		1.46115707572		4.36601176313
22.5199009444		0.465755053508		1		1.81163079327		4.62358520263
21.7782467051		0.236028537455		2		1.05575155222		4.95435954663
20.986529457		0.202615933413		3		1.80134719623		4.23176936237
19.9544122234		0.265685019206		3		2.99033173968		4.504752944
33.3618614094		0.614468629962		1		2.60292757571		3.4828341796
20.2426796547		0.29423815621		3		1.13928627402		4.12940295982
23.6225566463		0.706660823839		2		4.87609655053		2.91158344329
25.7132721193		0.767221297837		4		5.95626636764		1.36340102236
3.5604374062		0.49833518313		3		1.09589715879		3.56724829806
24.1018987334		0.291423813489		1		1.24128993313		4.79616004423
38.5191078453		0.343618201998		2		2.49277999567		1.70575751321
29.1053242928		0.42471190781		2		3.86662479522		1.61422569181
38.3040667084		0.519381688466		3		3.18035978544		1.28646637604
23.9011521474		0.476586888658		1		1.90391940963		4.66236710171
18.8720247124		0.341973840666		1		1.19102524633		4.4627380284
33.1470027433		0.716227461859		3		3.85185116617		1.43302849652
26.1141982153		0.512763596004		1		1.70758854022		3.06071887666
23.7575202852		0.586590709904		2		1.51809766619		2.68332125735
19.0140794329		0.23085787452		1		2.51671266409		4.42454221737
17.2088302692		0.813060179257		4		2.76983871133		2.91914027102
27.8471728354		0.318192627824		3		1.83281630027		4.40000486093
23.7551415666		0.290245836638		2		1.25855905503		4.43191644327
30.3741152502		0.628553137004		2		1.36286185963		3.31424623244
23.89720032		0.521997621879		3		2.40295278523		4.98324812093
23.2701340104		0.642039542144		3		1.42611494092		3.3692473777
35.5051539612		0.858374142997		4		4.86579283444		1.24930299157
0.0		0.418309859155		1		1.55617422822		3.48185490508
30.9708216391		0.651486325803		3		1.27653408272		2.96152335952
29.1163611945		0.618192627824		2		2.57173363194		2.94085608845
24.3795013127		0.46087408949		1		1.22282693807		4.7887637766
11.169395816		0.33840665874		3		1.54397217007		4.55428498242
33.5179182777		0.606539833532		4		5.25890794636		1.45061240327
